candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note
phase3bt_00001,99d1e7f5a79f49f3a2661218,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30)))))",rx_range_location::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,19,complexity_gt_18,phase3bp:99d1e7f5a79f49f3a2661218,0.51984687,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform bar_loc_shift_30
phase3bt_00002,40d0c61f06fc8f8c8ebe806f,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8)))))",rx_range_location::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,8,maxwin_le_15,19,complexity_gt_18,phase3bp:40d0c61f06fc8f8c8ebe806f,0.50271333,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform bar_loc_shift_8
phase3bt_00003,c17a68376722d7e7ad968e4c,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10)))))",rx_range_location::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,10,maxwin_le_15,19,complexity_gt_18,phase3bp:c17a68376722d7e7ad968e4c,0.49972141,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform bar_loc_shift_10
phase3bt_00004,0752a3b3511d4b7b0a6ed37c,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15)))))",rx_range_location::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,15,maxwin_le_15,19,complexity_gt_18,phase3bp:0752a3b3511d4b7b0a6ed37c,0.49943901,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform bar_loc_shift_15
phase3bt_00005,7d162a40a608f2134a09b324,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,30))))",rx_interaction::rx_intraday_return::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,9,complexity_le_10,phase3bp:7d162a40a608f2134a09b324,0.46279446,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_30 x ret_vol_30 product
phase3bt_00006,cbdca9c4dd9873b1b7edb591,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Std($ret_1m,8))))",rx_interaction::rx_intraday_return::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:cbdca9c4dd9873b1b7edb591,0.4604359,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_30 x ret_vol_8 product
phase3bt_00007,6153de835bd6744469cb5d4d,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Std($ret_1m,30))))",rx_interaction::rx_intraday_return::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:6153de835bd6744469cb5d4d,0.4604359,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_8 x ret_vol_30 product
phase3bt_00008,e24ad83e87d7fbe8b655fa20,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,10)),ZScore(Std($ret_1m,30))))",rx_interaction::rx_intraday_return::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,6,opcount_le_6,2,fieldcount_le_2,2,wincount_le_2,30,maxwin_le_30,10,complexity_le_10,phase3bp:e24ad83e87d7fbe8b655fa20,0.45893994,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_10 x ret_vol_30 product
phase3bt_00009,c02ca67313855a9bed78339e,"CSRank(Mul(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Mul>ZScore>Delta>ZScore>Std>Div>Sub>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|Std:1|Sub:1|ZScore:2,CSRank,7,depth_le_8,10,opcount_le_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,15,complexity_le_18,phase3bp:c02ca67313855a9bed78339e,0.37783209,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x range_vol_30 product
phase3bt_00010,b1f1a7643e6aa06e4a7ef6c1,"CSRank(Mul(ZScore(Delta($ret_1m,8)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",8,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Mul>ZScore>Delta>ZScore>Std>Div>Sub>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|Std:1|Sub:1|ZScore:2,CSRank,7,depth_le_8,10,opcount_le_12,4,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,16,complexity_le_18,phase3bp:b1f1a7643e6aa06e4a7ef6c1,0.37547352,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_8 x range_vol_30 product
phase3bt_00011,dd6812e758146c86f1c25ed1,"CSRank(Mul(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8))))",rx_interaction::rx_intraday_return::rx_range_location::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Mul>ZScore>Delta>ZScore>Std>Div>Sub>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|Std:1|Sub:1|ZScore:2,CSRank,7,depth_le_8,10,opcount_le_12,4,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,16,complexity_le_18,phase3bp:dd6812e758146c86f1c25ed1,0.37547352,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x range_vol_8 product
phase3bt_00012,377353004f44d81ad84002c4,"CSRank(Sub(ZScore(Delta($ret_1m,30)),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",rx_interaction::rx_intraday_return::rx_range_location::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,high|low|open|ret_1m,"['high', 'low', 'open', 'ret_1m']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Std(Div(Sub($F,$F),Add(Abs($F),N)),N))))",CSRank>Sub>ZScore>Delta>ZScore>Std>Div>Sub>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Std:1|Sub:2|ZScore:2,CSRank,7,depth_le_8,10,opcount_le_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,15,complexity_le_18,phase3bp:377353004f44d81ad84002c4,0.37515155,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction ret_delta_30 x range_vol_30 spread
phase3bt_00013,4534dbe823cd3f2dfec12538,"CSRank(ZScore(Delta($intraday_ret_from_open,30)))",rx_intraday_return::rank,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open,['intraday_ret_from_open'],30,"CSRank(ZScore(Delta($F,N)))",CSRank>ZScore>Delta,CSRank:1|Delta:1|ZScore:1,CSRank,3,depth_le_4,3,opcount_le_3,1,fieldcount_le_1,1,wincount_le_1,30,maxwin_le_30,5,complexity_le_6,phase3bp:4534dbe823cd3f2dfec12538,0.36894605,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform intraday_delta_30
phase3bt_00014,aa9a6af0255f880beee0b6ee,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,30))))",rx_intraday_return::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open,['intraday_ret_from_open'],30,"Neg(CSRank(ZScore(Delta($F,N))))",Neg>CSRank>ZScore>Delta,CSRank:1|Delta:1|Neg:1|ZScore:1,Neg,4,depth_le_4,4,opcount_le_6,1,fieldcount_le_1,1,wincount_le_1,30,maxwin_le_30,6,complexity_le_6,phase3bp:aa9a6af0255f880beee0b6ee,0.36884003,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform intraday_delta_30
phase3bt_00015,6109e0fb1996c5871e3d32a3,"CSRank(ZScore(Delta($intraday_ret_from_open,8)))",rx_intraday_return::rank,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open,['intraday_ret_from_open'],8,"CSRank(ZScore(Delta($F,N)))",CSRank>ZScore>Delta,CSRank:1|Delta:1|ZScore:1,CSRank,3,depth_le_4,3,opcount_le_3,1,fieldcount_le_1,1,wincount_le_1,8,maxwin_le_15,5,complexity_le_6,phase3bp:6109e0fb1996c5871e3d32a3,0.35181251,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform intraday_delta_8
phase3bt_00016,333b291141ce4b15e7ff2cb1,"Neg(CSRank(ZScore(Delta($intraday_ret_from_open,8))))",rx_intraday_return::inverted,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open,['intraday_ret_from_open'],8,"Neg(CSRank(ZScore(Delta($F,N))))",Neg>CSRank>ZScore>Delta,CSRank:1|Delta:1|Neg:1|ZScore:1,Neg,4,depth_le_4,4,opcount_le_6,1,fieldcount_le_1,1,wincount_le_1,8,maxwin_le_15,6,complexity_le_6,phase3bp:333b291141ce4b15e7ff2cb1,0.35170649,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx atom transform intraday_delta_8
phase3bt_00017,8a0181e0d5a52c5ef5780da6,"CSRank(Mul(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,"CSRank(Mul(ZScore($F),ZScore(Std($F,N))))",CSRank>Mul>ZScore>ZScore>Std,CSRank:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,5,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,8,complexity_le_10,phase3bp:8a0181e0d5a52c5ef5780da6,0.3289506,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_30 product
phase3bt_00018,b40102bcfb8d7dee142fd8b7,"CSRank(Mul(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,"CSRank(Mul(ZScore($F),ZScore(Std($F,N))))",CSRank>Mul>ZScore>ZScore>Std,CSRank:1|Mul:1|Std:1|ZScore:2,CSRank,4,depth_le_4,5,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,8,complexity_le_10,phase3bp:b40102bcfb8d7dee142fd8b7,0.32869152,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_30 product
phase3bt_00019,d3b0192ac84f1ecc43e5f4f3,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,"CSRank(Mul(ZScore(Delta($F,N)),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Mul>ZScore>Delta>ZScore>Div>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Mul:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:d3b0192ac84f1ecc43e5f4f3,0.32270422,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_30 x m1_first30_vol product
phase3bt_00020,c62572b4966df118b5a53867,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first15_vwap_return_vs_open|ret_1m,"['m1_first15_vwap_return_vs_open', 'ret_1m']",30,"CSRank(Sub(ZScore($F),ZScore(Std($F,N))))",CSRank>Sub>ZScore>ZScore>Std,CSRank:1|Std:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,5,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,8,complexity_le_10,phase3bp:c62572b4966df118b5a53867,0.32036349,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first15_vwap_open x ret_vol_30 spread
phase3bt_00021,494cdc10d824bb2c0039fab0,"CSRank(Sub(ZScore($m1_first5_vwap_return_vs_open),ZScore(Std($ret_1m,30))))",rx_interaction::rx_opening_divergence::rx_volatility_state::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,m1_first5_vwap_return_vs_open|ret_1m,"['m1_first5_vwap_return_vs_open', 'ret_1m']",30,"CSRank(Sub(ZScore($F),ZScore(Std($F,N))))",CSRank>Sub>ZScore>ZScore>Std,CSRank:1|Std:1|Sub:1|ZScore:2,CSRank,4,depth_le_4,5,opcount_le_6,2,fieldcount_le_2,1,wincount_le_1,30,maxwin_le_30,8,complexity_le_10,phase3bp:494cdc10d824bb2c0039fab0,0.32010441,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction m1_first5_vwap_open x ret_vol_30 spread
phase3bt_00022,c2b29287cab2ac7a03de3f50,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,"CSRank(Mul(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Mul:1|Std:1|Sub:5|ZScore:2,CSRank,9,depth_gt_8,17,opcount_gt_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,22,complexity_gt_18,phase3bp:c2b29287cab2ac7a03de3f50,0.31983803,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_30 product
phase3bt_00023,fe9b06ad7fed77677afb5492,"CSRank(Sub(ZScore(Delta($intraday_ret_from_open,30)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_intraday_return::rx_opening_amount::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,intraday_ret_from_open|m1_first30_vol|volume,"['intraday_ret_from_open', 'm1_first30_vol', 'volume']",30,"CSRank(Sub(ZScore(Delta($F,N)),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Sub>ZScore>Delta>ZScore>Div>Add>Abs,Abs:1|Add:1|CSRank:1|Delta:1|Div:1|Sub:1|ZScore:2,CSRank,6,depth_le_6,8,opcount_le_9,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,12,complexity_le_14,phase3bp:fe9b06ad7fed77677afb5492,0.3177973,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction intraday_delta_30 x m1_first30_vol spread
phase3bt_00024,c8af19143070433e5893b16e,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,"CSRank(Mul(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Mul>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:3|Add:3|CSRank:1|Div:3|Mean:1|Mul:1|Sub:5|ZScore:2,CSRank,9,depth_gt_8,19,opcount_gt_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,25,complexity_gt_18,phase3bp:c8af19143070433e5893b16e,0.31778116,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_30 x m1_first30_vol product
phase3bt_00025,90b2d2504698f85c799a58c7,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,8))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",8,"CSRank(Mul(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Mul:1|Std:1|Sub:5|ZScore:2,CSRank,9,depth_gt_8,17,opcount_gt_12,4,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,23,complexity_gt_18,phase3bp:90b2d2504698f85c799a58c7,0.31747947,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_8 product
phase3bt_00026,355d7a25aa37575ec755b662,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::product,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,"CSRank(Mul(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Mul:1|Std:1|Sub:5|ZScore:2,CSRank,9,depth_gt_8,17,opcount_gt_12,4,fieldcount_le_4,2,wincount_le_2,30,maxwin_le_30,23,complexity_gt_18,phase3bp:355d7a25aa37575ec755b662,0.31747947,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_8 x ret_vol_30 product
phase3bt_00027,63b431f1e658e3d087035479,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Std($ret_1m,30))))",rx_interaction::rx_range_location::rx_volatility_state::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|ret_1m,"['close', 'high', 'low', 'ret_1m']",30,"CSRank(Sub(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Std($F,N))))",CSRank>Sub>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Std:1|Sub:6|ZScore:2,CSRank,9,depth_gt_8,17,opcount_gt_12,4,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,22,complexity_gt_18,phase3bp:63b431f1e658e3d087035479,0.31686505,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_30 x ret_vol_30 spread
phase3bt_00028,eac8039dd584de14582c9d95,"CSRank(Sub(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",rx_interaction::rx_range_location::rx_opening_amount::spread,phase3bt_seed_ast_rx_ucb_fresh,phase3bt_seed_ast_rx_ucb_fresh,close|high|low|m1_first30_vol|volume,"['close', 'high', 'low', 'm1_first30_vol', 'volume']",0,"CSRank(Sub(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))),ZScore(Div($F,Add(Abs($F),N)))))",CSRank>Sub>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:3|Add:3|CSRank:1|Div:3|Mean:1|Sub:6|ZScore:2,CSRank,9,depth_gt_8,19,opcount_gt_12,5,fieldcount_le_6,1,wincount_le_1,30,maxwin_le_30,25,complexity_gt_18,phase3bp:eac8039dd584de14582c9d95,0.31338286,1,read_only_research_candidate,phase3bt_seed_ast_rx_ucb_fresh: rx interaction bar_loc_shift_30 x m1_first30_vol spread
