book,capacity_proxy,cluster_id,cost_adjusted_score,deployable_count,effective_signal_count,field_families,limit_hit_rate,liquidity_bucket,liquidity_eval_error,max_corr_to_registry,median_amount_20d,median_cost_adjusted_sortino,median_float_mcap,median_replay_turnover,median_strict_turnover,median_total_mcap,median_volume_20d,new_vs_149,operator_families,p90_replay_turnover,p90_strict_turnover,participation_capacity_proxy,raw_pass_count,representative_candidate_id,representative_expression,selected_date_count,selected_row_count,source_concentration,source_lane,source_lane_counts,suspension_rate,tradable_breadth
J4_relaxed_fresh,66173875.644141,s48_cluster_007,2.183766,1,110.0,"[""price"", ""size_capital""]",0.032379,high,,0.241132,2403395172.8,2.458553,66173875644.14063,0.186745,0.167845,74501517500.0,17769866.025,,"[""CSRank"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.186745,0.167845,120169758.64,1,fgv2-repair-nonlinearize-8be3714366,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))),ZScore(CSRank(Mul(ZScore(Std($final_float_market_cap,21)),ZScore(Std($close,5))))))))",102,11180,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J4_relaxed_fresh,69497058.628125,s48_cluster_008,2.384678,1,110.0,"[""flow"", ""price""]",0.015559,high,,0.693453,2892976825.6,2.484331,69497058628.125,0.051814,0.037733,82846635000.0,21049748.05,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.051814,0.037733,144648841.28,1,stockpit-cem_adaptive_grammar-4fde4ef92cac,"CSRank(Mul(ZScore(Mean(Abs($close),8)),ZScore(Mean(Abs($amount),21))))",102,11183,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J4_relaxed_fresh,27879441.132812,s48_cluster_009,2.631787,2,110.0,"[""flow"", ""price""]",0.018779,high,,0.852157,1348831939.2,2.89723,27879441132.8125,0.131576,0.120162,35034387500.0,7251233.1,,"[""Abs"", ""CSRank"", ""CSResidual"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.166805,0.155749,67441596.96,2,fgv2-repair-add_state_gate-51bc0c89d2,"CSRank(Mul(CSRank(CSResidual(CSRank(Mean($close,1)),CSRank(Mean($volume,34)))),ZScore(Mean(Abs(Delta($close,1)),20))))",89,9745,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 2}",0.0,110.0
J4_relaxed_fresh,68388063.011719,s48_cluster_012,1.541816,1,110.0,"[""flow"", ""price""]",0.027498,high,,0.660897,2964462329.6,1.778727,68388063011.71876,0.258736,0.237264,77700960000.0,33854285.6,,"[""CSRank"", ""CSResidual""]",0.258736,0.237264,148223116.48,1,stockpit-cem_adaptive_grammar-af51db617e08,"CSRank(CSResidual(CSRank($close),CSRank($volume)))",122,13383,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J4_relaxed_fresh,90645992.81875,s48_cluster_022,1.193926,1,110.0,"[""flow""]",0.031503,high,,0.713111,4441117113.6,1.2677,90645992818.75,0.057486,0.035276,107521860000.0,82204593.1,,"[""CSRank"", ""Mean""]",0.057486,0.035276,222055855.68,1,phase3repair-failure_detail-duplicate_escape-c361b14882f3,"CSRank(Mean($amount,34))",89,9745,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J4_relaxed_fresh,31470522.032617,s49_cluster_002,3.631751,3,110.0,"[""price""]",0.008959,medium,,0.999137,980829988.088889,3.970537,31470522032.617188,0.052267,0.037872,39432001250.0,4939868.275,,"[""CSRank"", ""Mean""]",0.17395,0.159228,49041499.404444,3,phase3repair-failure_detail-duplicate_escape-3eeef96196ea,"CSRank(Mean($open,8))",116,12724,0.333333,ast_failure_aware_repair,"{""agnostic_freeform_ast"": 1, ""ast_failure_aware_repair"": 1, ""r0_cem_led"": 1}",0.0,110.0
J4_relaxed_fresh,35105354.828125,s49_cluster_005,3.568546,1,110.0,"[""flow"", ""price""]",0.018957,high,,0.725805,1850587257.6,4.030671,35105354828.125,0.227858,0.214784,43402700000.0,11342800.35,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.227858,0.214784,92529362.88,1,fgv2-repair-add_state_gate-0685fb9878,"CSRank(Mul(CSRank(Mul(ZScore($amount),ZScore($amount))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J4_relaxed_fresh,26318688.784766,s49_cluster_006,1.91803,1,110.0,"[""price""]",0.025117,high,,0.766094,1210886793.6,2.140452,26318688784.765625,0.183601,0.175175,33026640000.0,7411359.95,,"[""Add"", ""CSRank"", ""Delta"", ""Mean"", ""ZScore""]",0.183601,0.175175,60544339.68,1,agnostic-freeform-7d251c8b2fa6,"CSRank(Add(ZScore(Mean($close,21)),ZScore(Delta($vwap,34))))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J4_relaxed_fresh,119191295.125,s49_cluster_007,2.293998,1,110.0,"[""price"", ""size_capital""]",0.009236,high,,0.481107,2426874816.0,2.344895,119191295125.0,0.025655,0.013289,136248490000.0,17884632.1,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.025655,0.013289,121343740.8,1,stockpit-cem_adaptive_grammar-7bfc629d9b9f,"CSRank(Mul(ZScore(Mean($final_float_market_cap,21)),ZScore(Mean($close,34))))",89,9745,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
J4_relaxed_fresh,25480245.859375,s49_cluster_008,3.080926,1,110.0,"[""price""]",0.01699,high,,0.623762,1184123244.8,3.284579,25480245859.375,0.098279,0.081835,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.098279,0.081835,59206162.24,1,fgv2-repair-add_state_gate-7a09229418,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J4_relaxed_fresh,20962576.769531,s49_cluster_010,0.097907,1,110.0,"[""price""]",0.026294,medium,,0.137993,853744344.8,0.110421,20962576769.53125,0.205956,0.192478,28116951250.0,6544512.1,,"[""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.205956,0.192478,42687217.24,1,phase3repair-failure_detail-duplicate_escape-6a69c0324828,"CSRank(Mul(ZScore(Mean($open,8)),ZScore(Delta($vwap,11))))",111,12170,1.0,ast_failure_aware_repair,"{""ast_failure_aware_repair"": 1}",0.0,110.0
J4_relaxed_fresh,19862985.192187,s49_cluster_015,0.875706,1,110.0,"[""price""]",0.036222,high,,0.680659,1126582209.6,0.982916,19862985192.1875,0.170228,0.15447,26227462500.0,9037229.15,,"[""CSRank"", ""Delta"", ""ZScore""]",0.170228,0.15447,56329110.48,1,agnostic-freeform-be77ec0ce243,"CSRank(ZScore(Delta($high,34)))",88,9635,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J4_relaxed_fresh,22952094.072168,s50_cluster_003,4.186631,2,110.0,"[""price""]",0.023786,high,,0.89444,1126885824.0,4.46218,22952094072.167973,0.0691,0.0554,30252605000.0,6866680.3,,"[""CSRank"", ""Std""]",0.082567,0.069423,56344291.2,2,stockpit-cem_adaptive_grammar-1cbda2aca086,"CSRank(Std($close,21))",102,11183,1.0,r0_cem_led,"{""r0_cem_led"": 2}",0.0,110.0
J4_relaxed_fresh,49459578.09375,s50_cluster_005,3.742877,1,110.0,"[""flow"", ""price"", ""size_capital""]",0.020729,high,,0.784251,2196895331.2,3.945348,49459578093.75,0.065529,0.047931,59683650000.0,12889493.7,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.065529,0.047931,109844766.56,1,fgv2-repair-add_state_gate-6523db44e6,"CSRank(Mul(CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Mean($final_float_market_cap,8)))),ZScore(Mean(Abs(Delta($close,1)),20))))",89,9745,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J4_relaxed_fresh,64781224.645313,s50_cluster_006,2.795691,1,110.0,"[""flow"", ""price""]",0.019876,high,,0.411485,2744154799.238095,3.152919,64781224645.3125,0.221826,0.211757,78296515000.0,20462353.566667,,"[""CSRank"", ""Mul"", ""Sign"", ""ZScore""]",0.221826,0.211757,137207739.961905,1,fgv2-repair-nonlinearize-f7e4dc60a5,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($close),ZScore($amount))))),Mul(ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))),ZScore(CSRank(Mul(ZScore($close),ZScore($amount)))))))",122,13383,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 1}",0.0,110.0
J4_relaxed_fresh,168534374.00625,s50_cluster_009,0.288509,2,110.0,"[""flow"", ""size_capital""]",0.015085,high,,1.0,3817552473.6,0.299089,168534374006.25,0.042509,0.028677,191646360000.0,68416931.05,,"[""CSRank"", ""Mean"", ""Mul"", ""ZScore""]",0.042509,0.028677,190877623.68,2,stockpit-cem_adaptive_grammar-cb641f1155ec,"CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Mean($final_float_market_cap,8))))",89,9745,0.5,r0_cem_led,"{""formula_gen_v2_repair_expansion"": 1, ""r0_cem_led"": 1}",0.0,110.0
J4_relaxed_fresh,25480245.859375,s50_cluster_010,2.514624,2,110.0,"[""price""]",0.01699,high,,0.843539,1184123244.8,2.734967,25480245859.375,0.123164,0.107465,32430302500.0,6486359.25,,"[""Abs"", ""CSRank"", ""Delta"", ""Mean"", ""Mul"", ""ZScore""]",0.143073,0.12797,59206162.24,2,fgv2-repair-add_state_gate-68d2626882,"CSRank(Mul(CSRank($close),ZScore(Mean(Abs(Delta($close,1)),20))))",102,11183,1.0,formula_gen_v2_repair_expansion,"{""formula_gen_v2_repair_expansion"": 2}",0.0,110.0
J4_relaxed_fresh,136871773.12,s50_cluster_017,0.34374,1,110.0,"[""size_capital""]",0.02297,high,,0.813787,2737435462.4,0.378945,150178068570.3125,0.160131,0.126649,200122680000.0,55694675.35,,"[""CSRank"", ""Mul"", ""Sign"", ""Std"", ""ZScore""]",0.160131,0.126649,136871773.12,1,agnostic-freeform-bebe5eecd27f,"CSRank(Mul(Sign(ZScore(Std($final_total_market_cap,13))),Mul(ZScore(Std($final_total_market_cap,13)),ZScore(Std($final_total_market_cap,13)))))",110,12059,1.0,agnostic_freeform_ast,"{""agnostic_freeform_ast"": 1}",0.0,110.0
J4_relaxed_fresh,20568047.34375,s50_cluster_029,0.417656,1,110.0,"[""flow""]",0.026084,medium,,0.489564,857882515.2,0.464048,20568047343.75,0.17093,0.155115,25735717500.0,15078912.95,,"[""Abs"", ""CSRank"", ""Mean"", ""Mul"", ""Neg"", ""ZScore""]",0.17093,0.155115,42894125.76,1,stockpit-cem_adaptive_grammar-56aac8ea63d5,"Neg(CSRank(Mul(ZScore(Mean(Abs($amount),2)),ZScore(Mean(Abs($volume),8)))))",115,12613,1.0,r0_cem_led,"{""r0_cem_led"": 1}",0.0,110.0
