watchlist_group,field_name,dataset,field_family,integration_status,panel_aliases,factor_pack_aliases,selector_aliases,recommended_repair_action,repair_priority_score
limit_event_core,close,index_1min_v2,group_market_context,integrated_selector_selected,close|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7,close|ctx_zls_evt_fd_close_lag1|evt_uplimit_fd_close|limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5,close|ctx_zls_evt_fd_close_lag1|evt_zls_fd_close|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_count_t2,replay_style_cost_audit_if_selected,3.8
limit_event_core,open,index_1min_v2,group_market_context,integrated_selector_selected,ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7|ctx_aug_limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5|limit_up_any_close_not_open_in_t6|limit_up_any_close_not_open_in_t7|limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_not_open|limit_up_close_not_open_count_t2|limit_up_close_not_open_count_t3|limit_up_close_not_open_count_t5,replay_style_cost_audit_if_selected,3.8
limit_event_core,is_limit_up,hfq_daily_2026,limit_event_sentiment,integrated_selector_selected,ctx_aug_is_limit_down|ctx_aug_is_limit_up|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6,ctx_sent_downlimit_num|ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy,ctx_sent_downlimit_num|ctx_zls_downlimit_num_lag1|ctx_zls_evt_up_limit_keep_times_lag1|ctx_zls_uplimit_num_lag1|evt_uplimit_amount|evt_uplimit_auction_buy|evt_uplimit_auction_offer|evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,5.5
limit_event_core,amount,stock_1min_2026,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
limit_event_core,close,stock_1min_2026,price_state,integrated_selector_selected,close|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7,close|ctx_zls_evt_fd_close_lag1|evt_uplimit_fd_close|limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5,close|ctx_zls_evt_fd_close_lag1|evt_zls_fd_close|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_count_t2,replay_style_cost_audit_if_selected,4.7
limit_event_core,open,stock_1min_2026,price_state,integrated_selector_selected,ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7|ctx_aug_limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5|limit_up_any_close_not_open_in_t6|limit_up_any_close_not_open_in_t7|limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_not_open|limit_up_close_not_open_count_t2|limit_up_close_not_open_count_t3|limit_up_close_not_open_count_t5,replay_style_cost_audit_if_selected,4.7
limit_event_core,BUY,billboard_buy,disclosure_event_flow,integrated_selector_selected,ctx_billboard_billboard_buy_amt|ctx_billboard_buy_ratio|ctx_billboard_sum_buy_amt|ctx_fulla_bs_buy_resale_finasset|ctx_fulla_bs_buy_resale_finasset_yoy|evt_uplimit_auction_buy,ctx_fulla_bs_buy_resale_finasset|ctx_fulla_bs_buy_resale_finasset_yoy|evt_uplimit_auction_buy,evt_uplimit_auction_buy,replay_style_cost_audit_if_selected,3.6
limit_event_core,BUY,billboard_sell,disclosure_event_flow,integrated_selector_selected,ctx_billboard_billboard_buy_amt|ctx_billboard_buy_ratio|ctx_billboard_sum_buy_amt|ctx_fulla_bs_buy_resale_finasset|ctx_fulla_bs_buy_resale_finasset_yoy|evt_uplimit_auction_buy,ctx_fulla_bs_buy_resale_finasset|ctx_fulla_bs_buy_resale_finasset_yoy|evt_uplimit_auction_buy,evt_uplimit_auction_buy,replay_style_cost_audit_if_selected,3.6
limit_event_core,p_close,market_hot_sentiment_20260529,price_state,integrated_selector_selected,close|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7,close|ctx_zls_evt_fd_close_lag1|evt_uplimit_fd_close|limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5,close|ctx_zls_evt_fd_close_lag1|evt_zls_fd_close|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_count_t2,replay_style_cost_audit_if_selected,1.7
limit_event_core,p_open,market_hot_sentiment_20260529,price_state,integrated_selector_selected,ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7|ctx_aug_limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5|limit_up_any_close_not_open_in_t6|limit_up_any_close_not_open_in_t7|limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_not_open|limit_up_close_not_open_count_t2|limit_up_close_not_open_count_t3|limit_up_close_not_open_count_t5,replay_style_cost_audit_if_selected,1.7
limit_event_core,p_close,market_sentiment_20260529,price_state,integrated_selector_selected,close|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7,close|ctx_zls_evt_fd_close_lag1|evt_uplimit_fd_close|limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5,close|ctx_zls_evt_fd_close_lag1|evt_zls_fd_close|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_count_t2,replay_style_cost_audit_if_selected,1.7
limit_event_core,p_open,market_sentiment_20260529,price_state,integrated_selector_selected,ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7|ctx_aug_limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5|limit_up_any_close_not_open_in_t6|limit_up_any_close_not_open_in_t7|limit_up_any_close_not_open_in_t8,limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_not_open|limit_up_close_not_open_count_t2|limit_up_close_not_open_count_t3|limit_up_close_not_open_count_t5,replay_style_cost_audit_if_selected,1.7
limit_event_core,uplimit_n_num,open_sentiment_data,price_state,integrated_selector_selected,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_uplimit_num_lag1,ctx_zls_uplimit_num_lag1,replay_style_cost_audit_if_selected,1.7
limit_event_core,uplimit_num,open_sentiment_data,price_state,integrated_selector_selected,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_uplimit_num_lag1,ctx_zls_uplimit_num_lag1,replay_style_cost_audit_if_selected,1.7
limit_event_core,uplimit_n_num,open_sentiment_data_20260529,price_state,integrated_selector_selected,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_uplimit_num_lag1,ctx_zls_uplimit_num_lag1,replay_style_cost_audit_if_selected,1.7
limit_event_core,uplimit_num,open_sentiment_data_20260529,price_state,integrated_selector_selected,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num,ctx_sent_uplimit_n_num|ctx_sent_uplimit_num|ctx_zls_uplimit_num_lag1,ctx_zls_uplimit_num_lag1,replay_style_cost_audit_if_selected,1.7
limit_event_core,time,plates_rank_pt14,time_key_or_cutoff,blocked_or_metadata,ctx_aug_limit_up_keep_times_vendor|evt_limit_first_time_by_0930|evt_limit_first_time_by_0935|evt_limit_first_time_by_1000|evt_limit_first_time_by_1130|evt_limit_first_time_by_1430|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935,ctx_zls_evt_up_limit_keep_times_lag1|limit_up_keep_times_vendor,ctx_zls_evt_up_limit_keep_times_lag1|evt_zls_up_limit_keep_times,no_alpha_action,0.0
limit_event_core,time,plates_rank_pt15,time_key_or_cutoff,blocked_or_metadata,ctx_aug_limit_up_keep_times_vendor|evt_limit_first_time_by_0930|evt_limit_first_time_by_0935|evt_limit_first_time_by_1000|evt_limit_first_time_by_1130|evt_limit_first_time_by_1430|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935,ctx_zls_evt_up_limit_keep_times_lag1|limit_up_keep_times_vendor,ctx_zls_evt_up_limit_keep_times_lag1|evt_zls_up_limit_keep_times,no_alpha_action,0.0
limit_event_core,time,plates_rank_pt17,time_key_or_cutoff,blocked_or_metadata,ctx_aug_limit_up_keep_times_vendor|evt_limit_first_time_by_0930|evt_limit_first_time_by_0935|evt_limit_first_time_by_1000|evt_limit_first_time_by_1130|evt_limit_first_time_by_1430|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935,ctx_zls_evt_up_limit_keep_times_lag1|limit_up_keep_times_vendor,ctx_zls_evt_up_limit_keep_times_lag1|evt_zls_up_limit_keep_times,no_alpha_action,0.0
limit_event_core,time,plates_rank_pt17_20260529,time_key_or_cutoff,blocked_or_metadata,ctx_aug_limit_up_keep_times_vendor|evt_limit_first_time_by_0930|evt_limit_first_time_by_0935|evt_limit_first_time_by_1000|evt_limit_first_time_by_1130|evt_limit_first_time_by_1430|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935,ctx_zls_evt_up_limit_keep_times_lag1|limit_up_keep_times_vendor,ctx_zls_evt_up_limit_keep_times_lag1|evt_zls_up_limit_keep_times,no_alpha_action,0.0
limit_event_core,amount,uplimit_stocks,flow_liquidity,integrated_selector_selected,amount|ctx_aug_amount|ctx_billboard_accum_amount|ctx_billboard_deal_amount_ratio|ctx_hfq_amount_yuan|ctx_hfq_amount_yuan_x|ctx_hfq_amount_yuan_y|evt_limit_amount_last_by_0930,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,amount|ctx_zls_evt_amount_lag1|evt_uplimit_amount|evt_zls_amount|m1_amount_day|m1_first15_amount|m1_first30_amount|m1_first5_amount,replay_style_cost_audit_if_selected,6.3
limit_event_core,auction_buy,uplimit_stocks,limit_event_sentiment,integrated_selector_selected,evt_uplimit_auction_buy,evt_uplimit_auction_buy,evt_uplimit_auction_buy,replay_style_cost_audit_if_selected,6.5
limit_event_core,auction_money,uplimit_stocks,flow_liquidity,integrated_selector_selected,evt_uplimit_auction_money,ctx_zls_evt_auction_money_lag1|evt_uplimit_auction_money,ctx_zls_evt_auction_money_lag1|evt_zls_auction_money,replay_style_cost_audit_if_selected,6.3
limit_event_core,auction_offer,uplimit_stocks,limit_event_sentiment,integrated_selector_selected,evt_uplimit_auction_offer,ctx_zls_evt_auction_offer_lag1|evt_uplimit_auction_offer,ctx_zls_evt_auction_offer_lag1|evt_uplimit_auction_offer|evt_zls_auction_offer,replay_style_cost_audit_if_selected,6.5
limit_event_core,auction_pre1max_ratio,uplimit_stocks,limit_event_sentiment,integrated_selector_selected,evt_uplimit_auction_pre1max_ratio,evt_uplimit_auction_pre1max_ratio,evt_uplimit_auction_pre1max_ratio,replay_style_cost_audit_if_selected,6.5
limit_event_core,auction_turnover,uplimit_stocks,flow_liquidity,integrated_selector_selected,evt_uplimit_auction_turnover,ctx_zls_evt_auction_turnover_lag1|evt_uplimit_auction_turnover,ctx_zls_evt_auction_turnover_lag1|evt_zls_auction_turnover,replay_style_cost_audit_if_selected,6.3
limit_event_core,checked,uplimit_stocks,metadata,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,date1,uplimit_stocks,time_key_or_cutoff,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,fd_close,uplimit_stocks,price_state,integrated_selector_selected,close|ctx_aug_limit_up_any_close_not_open_in_t10|ctx_aug_limit_up_any_close_not_open_in_t2|ctx_aug_limit_up_any_close_not_open_in_t3|ctx_aug_limit_up_any_close_not_open_in_t4|ctx_aug_limit_up_any_close_not_open_in_t5|ctx_aug_limit_up_any_close_not_open_in_t6|ctx_aug_limit_up_any_close_not_open_in_t7,close|ctx_zls_evt_fd_close_lag1|evt_uplimit_fd_close|limit_up_any_close_not_open_in_t10|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_close_not_open_in_t4|limit_up_any_close_not_open_in_t5,close|ctx_zls_evt_fd_close_lag1|evt_zls_fd_close|limit_up_any_close_not_open_in_t2|limit_up_any_close_not_open_in_t3|limit_up_any_open_not_close_in_t2|limit_up_any_open_not_close_in_t3|limit_up_close_count_t2,replay_style_cost_audit_if_selected,4.7
limit_event_core,fd_max,uplimit_stocks,limit_event_sentiment,integrated_selector_selected,ctx_sent_max_lb_num|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935|evt_limit_keep_times_max_by_1000|evt_limit_keep_times_max_by_1130|evt_limit_keep_times_max_by_1430|evt_uplimit_auction_pre1max_ratio|evt_uplimit_fd_max,ctx_sent_max_lb_num|ctx_zls_evt_fd_max_lag1|ctx_zls_max_lb_num_lag1|evt_uplimit_auction_pre1max_ratio|evt_uplimit_fd_max,ctx_zls_evt_fd_max_lag1|ctx_zls_max_lb_num_lag1|evt_uplimit_auction_pre1max_ratio|evt_uplimit_fd_max|evt_zls_fd_max,replay_style_cost_audit_if_selected,6.5
limit_event_core,id,uplimit_stocks,metadata,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,market_c,uplimit_stocks,group_market_context,integrated_selector_selected,ctx_aug_final_float_market_cap|ctx_aug_final_total_market_cap|ctx_aug_float_market_cap|ctx_aug_is_market_high_board|ctx_aug_market_cap|ctx_billboard_free_market_cap|ctx_hfq_float_market_cap_yuan|ctx_hfq_float_market_cap_yuan_lag1,ctx_hfq_float_market_cap_yuan_lag1|ctx_holder_avg_market_cap|final_float_market_cap|final_total_market_cap|float_market_cap_yuan|is_market_high_board|market_high_board,ctx_hfq_float_market_cap_yuan_lag1|final_float_market_cap|final_total_market_cap,replay_style_cost_audit_if_selected,5.8
limit_event_core,market_c_c,uplimit_stocks,group_market_context,integrated_selector_selected,ctx_aug_final_float_market_cap|ctx_aug_final_total_market_cap|ctx_aug_float_market_cap|ctx_aug_is_market_high_board|ctx_aug_market_cap|ctx_billboard_free_market_cap|ctx_hfq_float_market_cap_yuan|ctx_hfq_float_market_cap_yuan_lag1,ctx_hfq_float_market_cap_yuan_lag1|ctx_holder_avg_market_cap|final_float_market_cap|final_total_market_cap|float_market_cap_yuan|is_market_high_board|market_high_board,ctx_hfq_float_market_cap_yuan_lag1|final_float_market_cap|final_total_market_cap,replay_style_cost_audit_if_selected,5.8
limit_event_core,next_close_pct,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_day,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_gt9_offer_v,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_gt9_time,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_gt9_turnover,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_open_pct,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,next_open_yi,uplimit_stocks,future_label,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,plate_code,uplimit_stocks,group_market_context,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,7.3
limit_event_core,stock_code,uplimit_stocks,instrument_key,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,stock_name,uplimit_stocks,text_or_description,blocked_or_metadata,,,,no_alpha_action,0.2
limit_event_core,up_limit_desc,uplimit_stocks,text_or_description,blocked_or_metadata,,,,no_alpha_action,0.2
limit_event_core,up_limit_keep_times,uplimit_stocks,time_key_or_cutoff,blocked_or_metadata,ctx_aug_limit_up_keep_times_vendor|evt_limit_keep_times_max_by_0930|evt_limit_keep_times_max_by_0935|evt_limit_keep_times_max_by_1000|evt_limit_keep_times_max_by_1130|evt_limit_keep_times_max_by_1430,ctx_zls_evt_up_limit_keep_times_lag1|limit_up_keep_times_vendor,ctx_zls_evt_up_limit_keep_times_lag1|evt_zls_up_limit_keep_times,no_alpha_action,0.0
limit_event_core,up_limit_time,uplimit_stocks,time_key_or_cutoff,blocked_or_metadata,,,,no_alpha_action,0.0
limit_event_core,up_limit_type,uplimit_stocks,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,8.0
limit_event_core,ban_info,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,max_count,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,plate,uplimit_hot,limit_event_sentiment,integrated_selector_selected,,plate_score,plate_score,replay_style_cost_audit_if_selected,4.5
limit_event_core,plate_info,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,plate_stocks,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,plate_stocks_bx,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,plate_stocks_next_yi,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,plate_stocks_zb,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,relay,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,stock_info,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,stocks,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,stocks_hot,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,stocks_hot_n,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,today,uplimit_hot,limit_event_sentiment,probe_or_backlog,,,,finish_ingestion_and_pit_contract_first,5.0
limit_event_core,count_b,uplimit_market_value_20260529,limit_event_sentiment,integrated_selector_selected,ctx_aug_limit_up_close_count_t10|ctx_aug_limit_up_close_count_t2|ctx_aug_limit_up_close_count_t3|ctx_aug_limit_up_close_count_t4|ctx_aug_limit_up_close_count_t5|ctx_aug_limit_up_close_count_t6|ctx_aug_limit_up_close_count_t7|ctx_aug_limit_up_close_count_t8,ctx_fulla_bs_accounts_payable|ctx_fulla_bs_accounts_payable_yoy|ctx_fulla_bs_accounts_rece|ctx_fulla_bs_accounts_rece_yoy|ctx_fulla_bs_note_accounts_payable|ctx_fulla_bs_note_accounts_payable_yoy|ctx_fulla_bs_note_accounts_rece|ctx_fulla_bs_note_accounts_rece_yoy,limit_up_close_count_t2|limit_up_close_count_t3|limit_up_close_count_t5|limit_up_close_not_open_count_t2|limit_up_close_not_open_count_t3|limit_up_close_not_open_count_t5|limit_up_close_not_open_count_t7|limit_up_close_not_open_count_t8,replay_style_cost_audit_if_selected,3.5
